st_date,blknum,accounts,storages,trienodes,codes,accountsize,storagesize,trienodesize,codesize
2023-09-26,18216239,221079776,1053210334,1724737024,58600863,12907293216,81623800885,198240998478,28970547918
2023-09-27,18223385,221174182,1053707362,1725543498,58618633,12912838736,81662320555,198333999346,28989461681
2023-09-28,18230531,221277593,1054175907,1726324557,58637854,12918821938,81698632793,198425221165,29007190722
2023-09-29,18237666,221371411,1054669316,1727124196,58654932,12924187011,81736871990,198518089163,29026605540
2023-09-30,18244805,221479248,1055197688,1727988177,58687157,12930814517,81777820820,198618584745,29044378165
2023-10-01,18251965,221587305,1055738761,1728868984,58725965,12937725821,81819753978,198720994315,29060206396
2023-10-02,18259124,221705114,1056376739,1729892358,58782542,12945866771,81869197273,198839314923,29078067398
2023-10-03,18266293,221786498,1056714414,1730464025,58798564,12950725654,81895367085,198907084350,29096128179
2023-10-04,18273437,221878072,1057187254,1731230502,58822508,12956435278,81932012185,198996283851,29117047043
2023-10-05,18280593,221975703,1057704894,1732064386,58851648,12962640525,81972129285,199093053913,29136950915
2023-10-06,18287744,222090890,1058320191,1733054264,58897512,12970470048,82019814803,199207475828,29159389665
2023-10-07,18294894,222207778,1058904781,1734003697,58942373,12978152893,82065120528,199317709732,29178137411
2023-10-08,18302049,222335644,1059519736,1735007526,58989219,12986328731,82112779540,199434408868,29194766785
2023-10-09,18309198,222468017,1060182659,1736083588,59050694,12995506237,82164156073,199558844482,29213087513
2023-10-10,18316340,222574351,1060663698,1736879332,59083271,13002241456,82201436595,199651935087,29229878386
2023-10-11,18323490,222675701,1061210230,1737758002,59119000,13008896653,82243792825,199753406587,29247482070
2023-10-12,18330625,222761381,1061651035,1738476824,59136693,13013776773,82277955213,199837018505,29263396856
2023-10-13,18337769,222864864,1062221635,1739390824,59171358,13020321507,82322176713,199942820640,29282482926
2023-10-14,18344907,222980369,1062840406,1740383420,59218926,13028046803,82370131465,200057146088,29300446589
2023-10-15,18352059,223144567,1063673493,1741724404,59316238,13040381085,82434695708,200211836633,29319585213
2023-10-16,18359213,223281930,1064424185,1742919914,59393384,13050265123,82492874338,200349137527,29335369170
2023-10-17,18366379,223370467,1064910297,1743699909,59412924,13055499926,82530548018,200439387045,29352247247
2023-10-18,18373529,223462843,1065432267,1744534181,59438273,13061253778,82571000693,200535773853,29368997953
2023-10-19,18380672,223543491,1065922590,1745312382,59454201,13066099851,82609000725,200625144402,29387656001
2023-10-20,18387819,223629571,1066416131,1746097641,59475632,13071413326,82647250153,200716055981,29405229270
2023-10-21,18394975,223706761,1066811929,1746742620,59485372,13075547426,82677924498,200791271614,29420181969
2023-10-22,18402122,223793763,1067380016,1747626423,59508838,13080878730,82721951240,200892809523,29433155057
2023-10-23,18409266,223885463,1067914763,1748474423,59538203,13086587629,82763394133,200990648409,29446042291
2023-10-24,18416407,223964770,1068316593,1749128856,59546927,13091017381,82794535958,201067076862,29458653046
2023-10-25,18423550,224051635,1068680118,1749743758,59556678,13095943118,82822709145,201139682075,29474228146
2023-10-26,18430677,224132973,1069091462,1750415993,59564063,13100389765,82854588305,201218082272,29489856544
2023-10-27,18437826,224217670,1069527603,1751128460,59572329,13105158346,82888389233,201300882413,29504473701
2023-10-28,18444983,224290853,1069908238,1751749501,59580091,13109166413,82917888445,201373763540,29519818932
2023-10-29,18452128,224365057,1070380255,1752494132,59591757,13113395189,82954469763,201459642646,29536132969
2023-10-30,18459269,224441872,1070869842,1753271452,59604611,13117486571,82992412755,201549391039,29548758866
2023-10-31,18466408,224516841,1071270754,1753920982,59611946,13121444230,83023483435,201625016138,29564084993
2023-11-01,18473543,224607637,1071638918,1754550248,59624051,13126673525,83052016145,201699618665,29582621119
2023-11-02,18480694,224680333,1072043677,1755203422,59630329,13130510120,83083384968,201775776675,29596056043
2023-11-03,18487825,224757075,1072442524,1755853541,59639091,13134832448,83114295610,201852077356,29609297071
2023-11-04,18494964,224831855,1072839992,1756500035,59646724,13138963446,83145099380,201927892082,29622413851
2023-11-05,18502099,224899858,1073218548,1757110932,59654192,13142715658,83174437470,201999105889,29633978212
2023-11-06,18509233,224965809,1073569573,1757681117,59660280,13146270370,83201641908,202065725340,29645096893
2023-11-07,18516373,225039179,1073970572,1758330271,59666132,13150292072,83232719330,202141516297,29658723008
2023-11-08,18523523,225115202,1074341734,1758942753,59673816,13154591891,83261484385,202213240598,29671359729
2023-11-09,18530676,225188762,1074719641,1759559893,59679233,13158570387,83290772178,202285654733,29682682772
2023-11-10,18537827,225269734,1075076925,1760160310,59685656,13162975350,83318461688,202356641925,29693379628
2023-11-11,18544980,225351801,1075431266,1760758811,59693248,13167487099,83345923115,202427539896,29706167294
2023-11-12,18552123,225432007,1075741321,1761296197,59699863,13171760947,83369952378,202492049657,29717073689
2023-11-13,18559267,225504669,1076074173,1761851772,59705559,13175564693,83395748408,202557927118,29729156667
2023-11-14,18566419,225574826,1076392690,1762383326,59711858,13179394395,83420433475,202620944501,29742839034
2023-11-15,18573579,225646939,1076740719,1762958852,59718828,13183415746,83447405723,202688872872,29759127777
2023-11-16,18580727,225722201,1077107077,1763562491,59726332,13187621795,83475798468,202759854360,29774350479
2023-11-17,18587882,225803564,1077507073,1764221829,59734472,13192181755,83506798158,202837022419,29788232944
2023-11-18,18595031,225877220,1077852961,1764797589,59740752,13196105974,83533604478,202904893133,29801793339
2023-11-19,18602145,225949556,1078199074,1765370684,59747621,13200000787,83560428235,202972430655,29812292066
2023-11-20,18609284,226023514,1078568102,1765978050,59754796,13203940862,83589027905,203044065127,29823998737
2023-11-21,18616431,226123449,1079020953,1766733293,59763751,13209400702,83624123858,203132801307,29836123681
2023-11-22,18623574,226205027,1079512905,1767519630,59773055,13214114195,83662250138,203222418740,29847216344
2023-11-23,18630716,226290844,1079925161,1768201056,59781552,13218928117,83694199978,203301943967,29859930750
2023-11-24,18637861,226386159,1080336276,1768895605,59792597,13224424725,83726061390,203384233470,29872132269
2023-11-25,18644995,226469592,1080718719,1769532835,59800606,13229045018,83755700723,203459070152,29883895656
2023-11-26,18652140,226546639,1081092634,1770151420,59810176,13233453253,83784679135,203531718566,29892999043
2023-11-27,18659275,226617957,1081437992,1770721153,59814301,13237104586,83811444380,203598822263,29901787197
2023-11-28,18666411,226694476,1081809391,1771332755,59821378,13241331368,83840227803,203670572528,29914458030
2023-11-29,18673556,226771164,1082188948,1771957504,59828948,13245614608,83869643470,203743717699,29927679930
2023-11-30,18680706,226849645,1082579925,1772599132,59837196,13250004987,83899944188,203818993499,29941851174
2023-12-01,18687851,226929071,1082996876,1773276649,59844512,13254414290,83932257890,203898119594,29955198812
2023-12-02,18695002,227009599,1083361171,1773885216,59853110,13258860085,83960490753,203970030576,29980084672
2023-12-03,18702159,227080334,1083719399,1774472858,59858777,13262640466,83988253423,204039513588,29991479049
2023-12-04,18709289,227152489,1084046345,1775021329,59864613,13266480806,84013591738,204104940006,30001857281
2023-12-05,18716439,227234536,1084408203,1775628848,59870920,13270954301,84041635733,204176971007,30013475555
2023-12-06,18723579,227319635,1084737018,1776195045,59878288,13275681638,84067118895,204244696227,30025785580
2023-12-07,18730702,227406589,1085073352,1776775135,59884726,13280380243,84093184780,204314214347,30037120938
2023-12-08,18737829,227496726,1085409991,1777359779,59892413,13285326915,84119274303,204384390307,30050136731
2023-12-09,18744963,227594424,1085755958,1777968254,59900730,13290765760,84146086745,204457327356,30061924392
2023-12-10,18752098,227689153,1086103242,1778576941,59909061,13295897637,84173001255,204530209381,30070895859
2023-12-11,18759247,227775419,1086454796,1779178275,59916711,13300530890,84200246690,204601766800,30081560236
2023-12-12,18766393,227864990,1086793425,1779764371,59928800,13305816389,84226490438,204671765459,30093277128
2023-12-13,18773539,227948999,1087188407,1780421636,59935821,13310462045,84257101543,204748671035,30104413544
2023-12-14,18780676,228028974,1087577516,1781063868,59942085,13314865829,84287257490,204823501067,30114909848
2023-12-15,18787804,228123476,1087935211,1781685679,59949995,13320135168,84314978853,204897377325,30125221658
2023-12-16,18794938,228210122,1088276288,1782272081,59954475,13324711475,84341412320,204967588938,30133623885
2023-12-17,18802046,228289469,1088688268,1782950686,59959922,13328980957,84373340770,205046152357,30141745087
2023-12-18,18809168,228366245,1088949228,1783417138,59964381,13332871224,84393565170,205102887671,30149970440
2023-12-19,18816304,228448994,1089322555,1784045881,59969788,13337291883,84422498013,205176714933,30159517648
2023-12-20,18823418,228552849,1089742561,1784764866,59977258,13343026947,84455048478,205261692759,30169744477
2023-12-21,18830534,228674356,1090202638,1785565835,59982634,13349352302,84490704445,205354890979,30178355101
2023-12-22,18837678,228769708,1090603198,1786247348,59993135,13354467874,84521747845,205434863697,30188337091
2023-12-23,18844809,228861489,1091002042,1786922494,60000354,13359094530,84552658255,205514748732,30196585763
2023-12-24,18851936,228953035,1091370042,1787556510,60006936,13363753291,84581178255,205589908351,30203567471
2023-12-25,18859051,229046107,1091736707,1788191225,60016376,13368446242,84609594793,205665810076,30209935879
2023-12-26,18866157,229124972,1092147031,1788864344,60021774,13372298750,84641394903,205744872547,30216515903
2023-12-27,18873299,229219037,1092485502,1789460984,60029797,13377224429,84667626405,205816411063,30223527689
2023-12-28,18880407,229313107,1092862329,1790107640,60036612,13382230192,84696830498,205892944979,30230701326
2023-12-29,18887535,229415056,1093213156,1790732387,60045497,13387812720,84724019590,205967297396,30239234598
2023-12-30,18894650,229506058,1093609893,1791401768,60052453,13392643854,84754766708,206045721942,30247752263
2023-12-31,18901758,229590520,1094040938,1792109244,60059393,13396782544,84788172695,206128011848,30255653366
2024-01-01,18908895,229671329,1094384403,1792695235,60067781,13400923139,84814791233,206197656287,30261615663
2024-01-02,18916002,229749463,1094769095,1793330440,60080602,13404261387,84844604863,206271794569,30269670395
2024-01-03,18923124,229843482,1095080252,1793887634,60088823,13409328430,84868719530,206339001200,30278457914
2024-01-04,18930253,229933864,1095432335,1794495113,60095597,13414221562,84896005963,206411388281,30287983591
2024-01-05,18937381,230030345,1095798233,1795132158,60105022,13419638850,84924363058,206487037356,30297815676
2024-01-06,18944481,230123605,1096141870,1795734940,60112894,13424764323,84950994925,206558751410,30307907054
2024-01-07,18951539,230219918,1096482711,1796336270,60119902,13429953387,84977410103,206630615910,30315492680
2024-01-08,18958622,230327577,1097027029,1797229993,60124687,13435643696,85019594748,206732257367,30320285410
2024-01-09,18965711,230422946,1097339873,1797795970,60133297,13440854763,85043840158,206800001712,30329219125
2024-01-10,18972838,230517318,1097695095,1798413940,60140148,13445792405,85071369863,206873392549,30340496287
2024-01-11,18979978,230615454,1098298659,1799363436,60146114,13450698482,85118146073,206979764831,30347781357
2024-01-12,18987104,230719380,1098716736,1800081272,60156154,13456449859,85150547040,207063404887,30356874599
2024-01-13,18994254,230813941,1099175377,1800842046,60164082,13461562768,85186091718,207151369625,30365771108
2024-01-14,19001407,230904780,1099620673,1801577196,60171971,13466533459,85220602158,207236693668,30372700752
2024-01-15,19008565,230990340,1099970143,1802165125,60179045,13471231950,85247686083,207306107239,30378506657
2024-01-16,19015724,231092120,1100433716,1802932056,60188278,13476918730,85283612990,207395713161,30387661924
2024-01-17,19022890,231192125,1100907732,1803715374,60195970,13482468186,85320349230,207487020603,30397017066
2024-01-18,19030033,231283748,1101413947,1804538889,60204308,13487656266,85359580893,207582017580,30406200984
2024-01-19,19037186,231384348,1101912607,1805370480,60212875,13493317109,85398227043,207678626733,30415568538
2024-01-20,19044349,231484572,1102253453,1805978025,60222491,13498800544,85424642608,207751431050,30425550982
2024-01-21,19051515,231576078,1102620704,1806611107,60230755,13503724776,85453104560,207826755601,30435217440
2024-01-22,19058587,231673167,1103015747,1807281983,60246726,13509136075,85483720393,207906044041,30445775647
2024-01-23,19065671,231771964,1103401837,1807944800,60259790,13514989930,85513642368,207984427356,30457069424
2024-01-24,19072788,231865116,1103741539,1808539456,60273991,13520420197,85539969273,208055205551,30468496275
2024-01-25,19079929,231962384,1104148945,1809230420,60285553,13525903507,85571543238,208136701263,30481131423
2024-01-26,19087067,232059982,1104607260,1809993962,60295176,13531221941,85607062650,208224988768,30491328053
2024-01-27,19094208,232162466,1104992584,1810670515,60303458,13536772669,85636925260,208304228004,30500685694
2024-01-28,19101334,232269327,1105469756,1811476350,60311620,13542499539,85673906090,208397826805,30507880286
2024-01-29,19108472,232377595,1105868974,1812177181,60322548,13548479413,85704845485,208480682313,30516968338
2024-01-30,19115609,232486860,1106237672,1812832145,60334034,13554586835,85733419580,208558831136,30530152670
2024-01-31,19122760,232583472,1106523341,1813356590,60341776,13559763486,85755558928,208622369014,30541291936
2024-02-01,19129889,232681999,1106884300,1813985983,60349638,13565124186,85783533250,208696961349,30552429927
2024-02-02,19137016,232771670,1107344817,1814738501,60357682,13570064470,85819223318,208783638623,30563490223
2024-02-03,19144139,232862642,1107725118,1815384788,60366634,13575099083,85848696645,208859423774,30574025975
2024-02-04,19151256,232946443,1108195586,1816140582,60373149,13579504682,85885157915,208946438287,30582697658
2024-02-05,19158367,233038071,1108661687,1816903147,60383756,13584692600,85921280743,209034422500,30593641133
2024-02-06,19165490,233131604,1109108311,1817641002,60392913,13589827622,85955894103,209120238155,30604667606
2024-02-07,19172615,233226898,1109606056,1818448930,60399701,13594999598,85994469340,209212856008,30613653137
2024-02-08,19179747,233329734,1110083423,1819240577,60405992,13600550336,86031465283,209304414882,30622473067
2024-02-09,19186867,233418963,1110561125,1820015402,60413317,13605575206,86068487188,209393435747,30635820688
2024-02-10,19194001,233502346,1111066783,1820820032,60419409,13609911293,86107675683,209484839054,30646111947
2024-02-11,19201123,233595850,1111545331,1821602658,60429783,13615236734,86144763153,209574581568,30659957611
2024-02-12,19208243,233687507,1111903357,1822221203,60440539,13620399426,86172510168,209647619062,30673361004
2024-02-13,19215378,233765889,1112236023,1822787734,60448860,13624695326,86198291783,209714945716,30685616276
2024-02-14,19222506,233853928,1112613768,1823424913,60457266,13629430283,86227567020,209789746638,30697819322
2024-02-15,19229625,233943477,1112949080,1824007369,60464166,13634143862,86253553700,209859174670,30707775382
2024-02-16,19236755,234035814,1113373859,1824717493,60470390,13639065312,86286474073,209942153893,30717508307
2024-02-17,19243885,234132760,1113748276,1825364532,60478545,13644385141,86315491390,210019099534,30727406493
2024-02-18,19250998,234232177,1114073926,1825954587,60484587,13649638525,86340729265,210090651857,30735534224
2024-02-19,19258094,234321637,1114381234,1826495078,60490509,13654422240,86364545635,210155868977,30744522073
2024-02-20,19265203,234415849,1114704901,1827069077,60496908,13659499099,86389629828,210224896409,30755274495
2024-02-21,19272341,234509268,1115053647,1827676685,60503523,13664601822,86416657643,210297259761,30765573136
2024-02-22,19279458,234603394,1115491842,1828405087,60510084,13669749960,86450617755,210382456461,30776965448
2024-02-23,19286583,234698192,1116014301,1829254115,60515507,13674893858,86491108328,210480203120,30787369454
2024-02-24,19293723,234803856,1116439546,1829980174,60522822,13680622266,86524064815,210565930458,30797524093
2024-02-25,19300884,234899320,1116793234,1830597025,60528856,13685479878,86551475635,210639643804,30805655623
2024-02-26,19308030,234996038,1117110044,1831165234,60535655,13690661749,86576028410,210708279563,30815465892
2024-02-27,19315170,235099882,1117464573,1831794387,60541627,13696156155,86603504408,210783476181,30823480259
2024-02-28,19322320,235216827,1117815690,1832437890,60549125,13702524651,86630715975,210861167150,30832141476
2024-02-29,19329465,235335713,1118191020,1833113812,60554204,13708739858,86659804050,210942314992,30840441524
2024-03-01,19336607,235455697,1118501926,1833705843,60561185,13715245411,86683899265,211014725622,30846442701
2024-03-02,19343772,235561769,1118761765,1834208885,60568204,13720966384,86704036788,211076677490,30852700258
2024-03-03,19350920,235675528,1119026205,1834729751,60574044,13726975040,86724530888,211141575572,30857982446
2024-03-04,19358080,235779592,1119246493,1835179047,60580502,13732213211,86741603208,211198037708,30864194492
2024-03-05,19365247,235902130,1119562193,1835780838,60588138,13738909088,86766069958,211272023917,30871341755
2024-03-06,19372411,236034680,1119856405,1836368080,60595020,13745978163,86788871388,211345035641,30878877680
2024-03-07,19379574,236148018,1120177077,1836964998,60601323,13752047128,86813723468,211418073142,30887048288
2024-03-08,19386734,236267638,1120468688,1837533225,60608921,13758445878,86836323320,211488386494,30896408274
2024-03-09,19393822,236383401,1120816411,1838168864,60614984,13764532923,86863271853,211565607575,30904592910
2024-03-10,19400982,236492787,1121114097,1838753279,60620264,13770142584,86886342518,211636468621,30911127672
2024-03-11,19408134,236596782,1121295178,1839134826,60626201,13775583731,86900376295,211686360104,30918130634
2024-03-12,19415286,236713401,1121558294,1839659402,60633212,13781562022,86920767785,211751782555,30928128026
2024-03-13,19422439,236831774,1121841119,1840211395,60640349,13787817709,86942686723,211820273791,30937850746
2024-03-14,19429556,236956230,1122140717,1840795644,60645515,13794287834,86965905568,211892622195,30946721652
2024-03-15,19436645,237092202,1122456115,1841417990,60654552,13801806064,86990348913,211969534236,30957552351
2024-03-16,19443768,237227006,1122670174,1841903378,60664161,13809101381,87006938485,212032002191,30968188333
2024-03-17,19450870,237353045,1122924835,1842454708,60670509,13815692000,87026674713,212100663359,30975570953
2024-03-18,19457983,237468664,1122919513,1842642609,60675186,13821683171,87026262258,212132738920,30982789892
2024-03-19,19465096,237589500,1123129252,1843058471,60679401,13827915075,87042517030,212185103482,30990775192
2024-03-20,19472215,237714982,1123427881,1843641084,60685935,13834498358,87065660778,212256834272,30998517713
2024-03-21,19479341,237841774,1123724634,1844227818,60692901,13840890026,87088659135,212328819543,31007844768
2024-03-22,19486457,237968271,1124013152,1844804737,60701973,13847396736,87111019280,212399837921,31016273742
2024-03-23,19493591,238090739,1124302967,1845373500,60710634,13853711227,87133479943,212469934362,31023098327
2024-03-24,19500711,238220954,1124537607,1845876165,60715199,13860070093,87151664543,212533908217,31028456799
2024-03-25,19507816,238336876,1124720062,1846289894,60720402,13865933328,87165804805,212587718299,31034044115
2024-03-26,19514906,238458792,1124943727,1846770001,60725225,13871935395,87183138843,212648532813,31041805982
2024-03-27,19522003,238591149,1125299844,1847438514,60732189,13879009034,87210737910,212730052380,31048317875
2024-03-28,19528924,238713438,1125664276,1848107833,60737457,13885536549,87238981390,212811021806,31054924084
2024-03-29,19535952,238837388,1126022989,1848769625,60742542,13891999536,87266781648,212891173514,31061760512
2024-03-30,19543074,238964922,1126381843,1849439601,60748038,13898436192,87294592833,212972208793,31068787258
2024-03-31,19550183,239098519,1126749524,1850124183,60751980,13905287746,87323088110,213055105267,31073512543
2024-04-01,19557289,239230754,1127033035,1850697503,60758013,13912077219,87345060213,213126418425,31078835755
2024-04-02,19564409,239343433,1127347108,1851285655,60762226,13917903771,87369400870,213198203930,31085212866
2024-04-03,19571532,239441988,1127719080,1851930910,60767096,13923129163,87398228700,213275074572,31090724413
2024-04-04,19578683,239541366,1128056380,1852531349,60772315,13928423362,87424369450,213347586895,31097773754
2024-04-05,19585829,239648592,1128378671,1853123923,60778385,13934116922,87449347003,213419816851,31104932891
2024-04-06,19592971,239765834,1128738127,1853779581,60788653,13940555446,87477204843,213498951076,31113036732
2024-04-07,19600114,239874095,1128970959,1854251717,60794559,13945885710,87495249323,213558250840,31120450155
2024-04-08,19607242,239974983,1129090441,1854571356,60799363,13950842510,87504509178,213601225128,31126453226
2024-04-09,19614376,240087432,1129369429,1855102530,60805433,13956672813,87526130748,213667035839,31134489116
2024-04-10,19621518,240193083,1129774426,1855811467,60809870,13962094126,87557518015,213751482247,31141902975
2024-04-11,19628669,240299542,1130024807,1856319971,60814589,13967463886,87576922543,213814433922,31149271656
2024-04-12,19635810,240408829,1130313302,1856861956,60818947,13973019595,87599280905,213881254254,31157345272
2024-04-13,19642953,240540582,1130583174,1857416039,60823824,13979835261,87620195985,213950674847,31163713981
2024-04-14,19650067,240637792,1130841457,1857902731,60832251,13985185750,87640212918,214010684049,31168566614
2024-04-15,19657201,240735612,1131045667,1858320128,60837664,13990207805,87656039193,214063556084,31173263759
2024-04-16,19664339,240840973,1131409469,1858968877,60847248,13995652885,87684233848,214141231094,31180931319
2024-04-17,19671471,240953559,1131740342,1859579156,60856255,14001545066,87709876505,214215970795,31189654460
2024-04-18,19678626,241057580,1132311068,1860499889,60861358,14006526286,87754107770,214320285110,31197869508
2024-04-19,19685778,241172232,1132558292,1861001894,60867004,14012331226,87773267630,214383134263,31206477345
2024-04-20,19692914,241272882,1132839860,1861526412,60872052,14017344965,87795089150,214447411923,31214817056
2024-04-21,19700063,241393292,1133265467,1862273282,60889480,14023907408,87828073693,214536910444,31222470988
2024-04-22,19707223,241514773,1133668475,1862991080,60906423,14030603723,87859306813,214623823403,31230293624
2024-04-23,19714373,241629776,1134042778,1863660840,60919416,14036790370,87888315295,214704517225,31240463039
2024-04-24,19721528,241741050,1134419440,1864331290,60926970,14042644578,87917506600,214784608642,31249870300
2024-04-25,19728665,241845226,1134723461,1864893655,60932579,14048078694,87941068228,214852870264,31258687953
2024-04-26,19735822,241956843,1135096216,1865556890,60942621,14053985414,87969956740,214932202144,31267337925
2024-04-27,19742956,242089337,1135459529,1866238259,60966051,14061373826,87998113498,215015021427,31278172624
2024-04-28,19750103,242222568,1135887735,1867007900,61000040,14069098856,88031299463,215107319669,31286720154
2024-04-29,19757251,242368665,1136279801,1867748532,61022942,14077260178,88061684578,215197860986,31295894104
2024-04-30,19764401,242521379,1136876564,1868785047,61039037,14085553664,88107933710,215318109551,31306362212
2024-05-01,19771560,242651622,1137423114,1869711953,61043720,14092212454,88150291335,215425324128,31314604494
2024-05-02,19778726,242774817,1137914594,1870542421,61051277,14098515357,88188381035,215522036220,31321966955
2024-05-03,19785870,242918404,1138433757,1871438428,61058683,14105892294,88228616168,215627136815,31330040108
2024-05-04,19793023,243070675,1138876212,1872251755,61067681,14113866032,88262906430,215724391328,31339031053
2024-05-05,19800180,243255738,1139452485,1873297340,61080165,14123510938,88307567588,215847840598,31346630602
2024-05-06,19807331,243467504,1140087186,1874471519,61096393,14134668029,88356756915,215986322101,31354420817
2024-05-07,19814478,243617055,1140607342,1875393308,61122529,14142878374,88397069005,216094533184,31364234932
2024-05-08,19821624,243767475,1141141522,1876330053,61151049,14151379178,88438467955,216204877317,31375777144
2024-05-09,19828771,243911445,1141667213,1877248804,61186125,14159741450,88479209008,216312869765,31386846562
2024-05-10,19835923,244057878,1142245371,1878240385,61221881,14168359267,88524016253,216429174667,31399593867
2024-05-11,19843076,244193566,1142773554,1879144610,61243966,14175793662,88564950435,216535113128,31409284520
2024-05-12,19850230,244298642,1143371512,1880108801,61266961,14181587309,88611292180,216645158903,31417157484
2024-05-13,19857379,244456750,1144103194,1881323908,61332397,14191741293,88667997535,216785456362,31428415187
2024-05-14,19864534,244571228,1144545937,1882086368,61354197,14198150053,88702310118,216875187219,31439263014
2024-05-15,19871653,244691232,1144951034,1882805585,61367065,14204499638,88733705135,216960942149,31449714916
2024-05-16,19878821,244809456,1145333603,1883490970,61381977,14211216378,88763354233,217043096808,31460423450
2024-05-17,19885977,244930082,1145749383,1884226318,61395163,14217745349,88795577183,217130451145,31473522831
2024-05-18,19893122,245064315,1146365607,1885255319,61424506,14225523637,88843334543,217252081135,31483308657
2024-05-19,19900268,245218634,1146882065,1886172183,61473933,14234387510,88883360038,217360460415,31493459619
2024-05-20,19907420,245366127,1147520519,1887242000,61524086,14243260838,88932840223,217484486729,31508228918
2024-05-21,19914565,245494923,1147993955,1888066425,61559444,14250825122,88969531513,217581678586,31520060156
2024-05-22,19921720,245617703,1148319498,1888682972,61563397,14256989648,88994761095,217657629541,31530910265
2024-05-23,19928862,245723130,1148637256,1889265127,61567612,14262240314,89019387340,217728261246,31542932442
2024-05-24,19936019,245821461,1148964448,1889850192,61572246,14267097933,89044744720,217798385552,31552857362
2024-05-25,19943177,245927724,1149262921,1890407849,61576679,14272311445,89067876378,217866324504,31563572981
2024-05-26,19950330,246046883,1149590199,1891021874,61587516,14278250952,89093240423,217940752261,31571817164
2024-05-27,19957490,246159737,1149950522,1891670568,61598767,14283999691,89121165455,218018723216,31580971158
2024-05-28,19964644,246258793,1150271299,1892248394,61602747,14288884688,89146025673,218088556416,31590054999
2024-05-29,19971801,246349979,1150587085,1892808364,61606771,14293560646,89170499088,218156608611,31601367459
2024-05-30,19978947,246449802,1150962481,1893463654,61610870,14298624843,89199592278,218235089875,31612581028
2024-05-31,19986093,246556203,1151348449,1894142803,61615638,14304159877,89229504798,218316497142,31623434413
2024-06-01,19993250,246667970,1151782379,1894892567,61619677,14309816758,89263134373,218405602413,31636153313
2024-06-02,20000416,246770740,1152137222,1895521463,61622819,14314934790,89290634705,218481584346,31645917631
2024-06-03,20007577,246863385,1152508542,1896157070,61626402,14319608120,89319412005,218557726423,31656419459
2024-06-04,20014733,246960853,1152870728,1896787602,61630806,14324662040,89347481420,218633726107,31669657731
2024-06-05,20021902,247061614,1153205135,1897383485,61635087,14329726224,89373397963,218706209458,31682762948
2024-06-06,20029070,247154918,1153561232,1897998291,61639845,14334617728,89400995480,218780192517,31696312442
2024-06-07,20036227,247247117,1153925461,1898622905,61644029,14339353109,89429223228,218855648977,31710932130
2024-06-08,20043389,247344536,1154241474,1899189737,61648076,14344236432,89453714235,218924942669,31722220570
2024-06-09,20050553,247453642,1154526144,1899733395,61652847,14349527211,89475776160,218992075107,31732130295
2024-06-10,20057709,247557141,1154776259,1900224654,61660024,14354684494,89495160073,219053786248,31743166773
2024-06-11,20064867,247665226,1155086054,1900798848,61665544,14360177146,89519169185,219124412555,31755125767
2024-06-12,20072029,247771399,1155379499,1901347724,61669428,14365554912,89541911173,219192166705,31767012029
2024-06-13,20079185,247881598,1155763109,1902022711,61672831,14371132280,89571640948,219273095906,31778710204
2024-06-14,20086328,247994792,1156183250,1902755230,61676763,14376911853,89604201875,219360232063,31789911257
2024-06-15,20093490,248102196,1156514353,1903359017,61680365,14382346866,89629862358,219433598866,31801380541
2024-06-16,20100627,248214754,1156867744,1904002824,61693098,14388199613,89657250160,219511320044,31813449880
2024-06-17,20107790,248323368,1157227774,1904649020,61711256,14393959090,89685152485,219589156326,31826513985
2024-06-18,20114940,248419897,1157585714,1905274186,61720920,14398935506,89712892835,219663963825,31838469342
2024-06-19,20122077,248511817,1157939672,1905887418,61724480,14403537307,89740324580,219737632942,31848539216
2024-06-20,20129225,248609266,1158313872,1906536738,61729929,14408448174,89769325080,219814714896,31861397462
2024-06-21,20136373,248704598,1158686762,1907181529,61733600,14413159182,89798224055,219891232399,31873893291
2024-06-22,20143531,248822707,1159070840,1907873473,61741101,14417567765,89827990100,219973844563,31886515790
2024-06-23,20150677,248959215,1159404616,1908522512,61758491,14423342384,89853857740,220052763475,31897220498
2024-06-24,20157826,249091120,1159831800,1909290725,61787764,14430674952,89886964500,220144988565,31909110039
2024-06-25,20164977,249213023,1160121271,1909867479,61795805,14436915163,89909398503,220216934710,31922008079
2024-06-26,20172139,249326074,1160395048,1910395726,61800195,14442159107,89930616220,220281948831,31935889665
2024-06-27,20179300,249437770,1160718491,1910997059,61807846,14447064690,89955683053,220354556763,31950540875
2024-06-28,20186463,249535043,1161087691,1911640950,61811935,14451528298,89984296053,220431074264,31965619763
2024-06-29,20193626,249645309,1161452815,1912297613,61817951,14456899885,90012593163,220510241540,31977379714
2024-06-30,20200783,249770482,1161790722,1912937496,61845495,14463319018,90038780955,220588053766,31988968293
2024-07-01,20207949,249881618,1162083304,1913501543,61869373,14469319923,90061456060,220657247999,32000036536
2024-07-02,20215113,249981561,1162251462,1913880132,61875992,14474353136,90074488305,220706505961,32013721294
2024-07-03,20222264,250086589,1162474394,1914328210,61885302,14479764075,90091765535,220763408202,32027297791
2024-07-04,20229427,250179331,1162772144,1914866850,61889794,14484442352,90114841160,220828976982,32037502597
2024-07-05,20236582,250269584,1163000071,1915311203,61893699,14488985117,90132505503,220884022841,32047415341
